Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
6.98752e-03,0.49,0.502
6.98768e-03,0.494,0.49
6.98784e-03,0.494,0.498
6.98800e-03,0.498,0.486
6.98816e-03,0.502,0.498
6.98832e-03,0.502,0.494
6.98848e-03,0.502,0.502
6.98864e-03,0.502,0.498
6.98880e-03,0.502,0.506
6.98896e-03,0.502,0.498
6.98912e-03,0.502,0.506
6.98928e-03,0.502,0.498
6.98944e-03,0.502,0.506
6.98960e-03,0.506,0.498
6.98976e-03,0.502,0.506
6.98992e-03,0.502,0.502
6.99008e-03,0.502,0.506
6.99024e-03,0.502,0.498
6.99040e-03,0.51,0.506
6.99056e-03,0.51,0.498
6.99072e-03,0.51,0.51
6.99088e-03,0.514,0.502
6.99104e-03,0.514,0.514
6.99120e-03,0.51,0.506
6.99136e-03,0.51,0.514
6.99152e-03,0.51,0.506
6.99168e-03,0.51,0.514
6.99184e-03,0.51,0.506
6.99200e-03,0.506,0.514
6.99216e-03,0.502,0.506
6.99232e-03,0.502,0.514
6.99248e-03,0.502,0.502
6.99264e-03,0.494,0.51
6.99280e-03,0.494,0.494
6.99296e-03,0.49,0.506
6.99312e-03,0.494,0.486
6.99328e-03,0.494,0.498
6.99344e-03,0.498,0.49
6.99360e-03,0.498,0.498
6.99376e-03,0.494,0.49
6.99392e-03,0.498,0.498
6.99408e-03,0.494,0.494
6.99424e-03,0.49,0.498
6.99440e-03,0.49,0.49
6.99456e-03,0.49,0.502
6.99472e-03,0.486,0.482
6.99488e-03,0.486,0.494
6.99504e-03,0.486,0.482
6.99520e-03,0.494,0.49
6.99536e-03,0.498,0.486
6.99552e-03,0.506,0.494
6.99568e-03,0.51,0.49
6.99584e-03,0.51,0.506
6.99600e-03,0.51,0.502
6.99616e-03,0.506,0.514
6.99632e-03,0.502,0.502
6.99648e-03,0.498,0.514
6.99664e-03,0.498,0.494
6.99680e-03,0.494,0.51
6.99696e-03,0.494,0.494
6.99712e-03,0.498,0.502
6.99728e-03,0.502,0.494
6.99744e-03,0.502,0.502
6.99760e-03,0.502,0.494
6.99776e-03,0.502,0.506
6.99792e-03,0.498,0.498
6.99808e-03,0.498,0.506
6.99824e-03,0.494,0.498
6.99840e-03,0.494,0.502
6.99856e-03,0.494,0.49
6.99872e-03,0.494,0.502
6.99888e-03,0.494,0.49
6.99904e-03,0.494,0.498
6.99920e-03,0.498,0.49
6.99936e-03,0.494,0.498
6.99952e-03,0.494,0.49
6.99968e-03,0.498,0.498
6.99984e-03,0.494,0.494
7.00000e-03,0.494,0.498
7.00016e-03,0.494,0.49
7.00032e-03,0.49,0.498
7.00048e-03,0.49,0.486
7.00064e-03,0.49,0.498
7.00080e-03,0.49,0.486
7.00096e-03,0.49,0.494
7.00112e-03,0.49,0.486
7.00128e-03,0.49,0.494
7.00144e-03,0.49,0.486
7.00160e-03,0.494,0.494
7.00176e-03,0.494,0.49
7.00192e-03,0.494,0.498
7.00208e-03,0.49,0.49
7.00224e-03,0.49,0.498
7.00240e-03,0.49,0.49
7.00256e-03,0.49,0.494
7.00272e-03,0.494,0.486
7.00288e-03,0.498,0.494
7.00304e-03,0.494,0.49
7.00320e-03,0.498,0.498
7.00336e-03,0.498,0.49
7.00352e-03,0.498,0.498
7.00368e-03,0.494,0.494
7.00384e-03,0.494,0.502
7.00400e-03,0.498,0.494
7.00416e-03,0.502,0.502
7.00432e-03,0.506,0.494
7.00448e-03,0.51,0.502
7.00464e-03,0.506,0.502
7.00480e-03,0.506,0.51
7.00496e-03,0.498,0.502
7.00512e-03,0.498,0.51
7.00528e-03,0.498,0.494
7.00544e-03,0.498,0.506
7.00560e-03,0.498,0.494
7.00576e-03,0.494,0.502
7.00592e-03,0.494,0.494
7.00608e-03,0.494,0.502
7.00624e-03,0.494,0.49
7.00640e-03,0.494,0.498
7.00656e-03,0.49,0.49
7.00672e-03,0.486,0.498
7.00688e-03,0.486,0.482
7.00704e-03,0.486,0.494
7.00720e-03,0.486,0.482
7.00736e-03,0.49,0.49
7.00752e-03,0.49,0.482
7.00768e-03,0.49,0.49
7.00784e-03,0.494,0.482
7.00800e-03,0.494,0.494
7.00816e-03,0.494,0.49
7.00832e-03,0.49,0.498
7.00848e-03,0.49,0.49
7.00864e-03,0.486,0.494
7.00880e-03,0.482,0.482
7.00896e-03,0.478,0.494
7.00912e-03,0.478,0.478
7.00928e-03,0.482,0.49
7.00944e-03,0.482,0.478
7.00960e-03,0.486,0.482
7.00976e-03,0.49,0.478
7.00992e-03,0.494,0.486
7.01008e-03,0.498,0.482
7.01024e-03,0.494,0.498
7.01040e-03,0.494,0.49
7.01056e-03,0.494,0.498
7.01072e-03,0.494,0.49
7.01088e-03,0.49,0.498
7.01104e-03,0.49,0.486
7.01120e-03,0.49,0.498
7.01136e-03,0.494,0.486
7.01152e-03,0.494,0.494
7.01168e-03,0.49,0.486
7.01184e-03,0.494,0.494
7.01200e-03,0.494,0.49
7.01216e-03,0.498,0.498
7.01232e-03,0.498,0.49
7.01248e-03,0.498,0.498
7.01264e-03,0.494,0.49
7.01280e-03,0.494,0.502
7.01296e-03,0.49,0.49
7.01312e-03,0.49,0.502
7.01328e-03,0.49,0.486
7.01344e-03,0.486,0.494
7.01360e-03,0.49,0.482
7.01376e-03,0.486,0.49
7.01392e-03,0.49,0.482
7.01408e-03,0.49,0.49
7.01424e-03,0.49,0.486
7.01440e-03,0.49,0.494
7.01456e-03,0.49,0.486
7.01472e-03,0.49,0.494
7.01488e-03,0.486,0.482
7.01504e-03,0.486,0.49
7.01520e-03,0.49,0.482
7.01536e-03,0.49,0.49
7.01552e-03,0.494,0.486
7.01568e-03,0.494,0.494
7.01584e-03,0.494,0.49
7.01600e-03,0.494,0.498
7.01616e-03,0.49,0.49
7.01632e-03,0.49,0.498
7.01648e-03,0.49,0.49
7.01664e-03,0.49,0.498
7.01680e-03,0.49,0.486
7.01696e-03,0.486,0.494
7.01712e-03,0.49,0.486
7.01728e-03,0.49,0.494
7.01744e-03,0.49,0.486
7.01760e-03,0.49,0.494
7.01776e-03,0.49,0.486
7.01792e-03,0.486,0.494
7.01808e-03,0.486,0.486
7.01824e-03,0.482,0.494
7.01840e-03,0.482,0.482
7.01856e-03,0.478,0.49
7.01872e-03,0.478,0.478
7.01888e-03,0.482,0.486
7.01904e-03,0.486,0.478
7.01920e-03,0.49,0.486
7.01936e-03,0.494,0.482
7.01952e-03,0.498,0.494
7.01968e-03,0.494,0.486
7.01984e-03,0.494,0.498
7.02000e-03,0.494,0.49
7.02016e-03,0.486,0.498
7.02032e-03,0.486,0.486
7.02048e-03,0.482,0.498
7.02064e-03,0.478,0.478
7.02080e-03,0.478,0.49
7.02096e-03,0.478,0.478
7.02112e-03,0.478,0.486
7.02128e-03,0.478,0.474
7.02144e-03,0.474,0.482
7.02160e-03,0.474,0.474
7.02176e-03,0.474,0.482
7.02192e-03,0.478,0.47
7.02208e-03,0.478,0.478
7.02224e-03,0.478,0.474
7.02240e-03,0.482,0.478
7.02256e-03,0.482,0.474
7.02272e-03,0.486,0.486
7.02288e-03,0.486,0.478
7.02304e-03,0.486,0.486
7.02320e-03,0.49,0.482
7.02336e-03,0.49,0.49
7.02352e-03,0.49,0.486
7.02368e-03,0.49,0.49
7.02384e-03,0.49,0.486
7.02400e-03,0.494,0.494
7.02416e-03,0.49,0.49
7.02432e-03,0.494,0.498
7.02448e-03,0.494,0.49
7.02464e-03,0.494,0.498
7.02480e-03,0.494,0.49
7.02496e-03,0.49,0.498
7.02512e-03,0.486,0.49
7.02528e-03,0.482,0.498
7.02544e-03,0.478,0.482
7.02560e-03,0.474,0.49
7.02576e-03,0.474,0.47
7.02592e-03,0.474,0.482
7.02608e-03,0.478,0.47
7.02624e-03,0.478,0.478
7.02640e-03,0.478,0.474
7.02656e-03,0.478,0.482
7.02672e-03,0.486,0.474
7.02688e-03,0.486,0.482
7.02704e-03,0.486,0.478
7.02720e-03,0.482,0.486
7.02736e-03,0.486,0.482
7.02752e-03,0.486,0.486
7.02768e-03,0.49,0.478
7.02784e-03,0.49,0.49
7.02800e-03,0.494,0.482
7.02816e-03,0.498,0.494
7.02832e-03,0.502,0.49
7.02848e-03,0.502,0.498
7.02864e-03,0.502,0.498
7.02880e-03,0.494,0.502
7.02896e-03,0.49,0.494
7.02912e-03,0.482,0.502
7.02928e-03,0.478,0.482
7.02944e-03,0.478,0.502
7.02960e-03,0.474,0.474
7.02976e-03,0.474,0.486
7.02992e-03,0.478,0.474
7.03008e-03,0.482,0.478
7.03024e-03,0.478,0.474
7.03040e-03,0.478,0.482
7.03056e-03,0.478,0.478
7.03072e-03,0.478,0.482
7.03088e-03,0.474,0.474
7.03104e-03,0.47,0.482
7.03120e-03,0.47,0.47
7.03136e-03,0.47,0.482
7.03152e-03,0.474,0.466
7.03168e-03,0.474,0.474
7.03184e-03,0.478,0.47
7.03200e-03,0.478,0.478
7.03216e-03,0.482,0.474
7.03232e-03,0.486,0.482
7.03248e-03,0.49,0.478
7.03264e-03,0.49,0.49
7.03280e-03,0.49,0.482
7.03296e-03,0.49,0.49
7.03312e-03,0.49,0.486
7.03328e-03,0.486,0.494
7.03344e-03,0.482,0.482
7.03360e-03,0.482,0.494
7.03376e-03,0.482,0.478
7.03392e-03,0.482,0.486
7.03408e-03,0.478,0.478
7.03424e-03,0.478,0.486
7.03440e-03,0.482,0.478
7.03456e-03,0.478,0.482
7.03472e-03,0.478,0.478
7.03488e-03,0.478,0.486
7.03504e-03,0.478,0.474
7.03520e-03,0.478,0.482
7.03536e-03,0.478,0.474
7.03552e-03,0.474,0.482
7.03568e-03,0.474,0.474
7.03584e-03,0.474,0.482
7.03600e-03,0.474,0.47
7.03616e-03,0.474,0.478
7.03632e-03,0.482,0.47
7.03648e-03,0.486,0.478
7.03664e-03,0.49,0.474
7.03680e-03,0.494,0.49
7.03696e-03,0.494,0.482
7.03712e-03,0.494,0.494
7.03728e-03,0.49,0.486
7.03744e-03,0.486,0.494
7.03760e-03,0.482,0.482
7.03776e-03,0.482,0.494
7.03792e-03,0.482,0.482
7.03808e-03,0.482,0.486
7.03824e-03,0.482,0.478
7.03840e-03,0.478,0.486
7.03856e-03,0.478,0.478
7.03872e-03,0.478,0.482
7.03888e-03,0.478,0.474
7.03904e-03,0.478,0.482
7.03920e-03,0.478,0.474
7.03936e-03,0.474,0.482
7.03952e-03,0.474,0.474
7.03968e-03,0.47,0.482
7.03984e-03,0.47,0.47
7.04000e-03,0.47,0.478
7.04016e-03,0.47,0.466
7.04032e-03,0.474,0.474
7.04048e-03,0.478,0.466
7.04064e-03,0.482,0.478
7.04080e-03,0.478,0.474
7.04096e-03,0.478,0.482
7.04112e-03,0.474,0.474
7.04128e-03,0.474,0.482
7.04144e-03,0.47,0.47
7.04160e-03,0.474,0.482
7.04176e-03,0.474,0.466
7.04192e-03,0.474,0.478
7.04208e-03,0.482,0.47
7.04224e-03,0.482,0.478
7.04240e-03,0.482,0.474
7.04256e-03,0.486,0.482
7.04272e-03,0.482,0.478
7.04288e-03,0.478,0.49
7.04304e-03,0.478,0.474
7.04320e-03,0.474,0.49
7.04336e-03,0.474,0.47
7.04352e-03,0.474,0.482
7.04368e-03,0.474,0.47
7.04384e-03,0.474,0.478
7.04400e-03,0.474,0.47
7.04416e-03,0.474,0.478
7.04432e-03,0.478,0.47
7.04448e-03,0.478,0.478
7.04464e-03,0.478,0.474
7.04480e-03,0.478,0.482
7.04496e-03,0.478,0.474
7.04512e-03,0.486,0.482
7.04528e-03,0.478,0.478
7.04544e-03,0.478,0.486
7.04560e-03,0.474,0.474
7.04576e-03,0.47,0.486
7.04592e-03,0.47,0.47
7.04608e-03,0.474,0.478
7.04624e-03,0.474,0.466
7.04640e-03,0.478,0.478
7.04656e-03,0.478,0.47
7.04672e-03,0.482,0.482
7.04688e-03,0.478,0.478
7.04704e-03,0.474,0.486
7.04720e-03,0.474,0.474
7.04736e-03,0.474,0.482
7.04752e-03,0.474,0.47
7.04768e-03,0.474,0.478
7.04784e-03,0.47,0.47
7.04800e-03,0.474,0.478
7.04816e-03,0.47,0.47
7.04832e-03,0.47,0.478
7.04848e-03,0.47,0.47
7.04864e-03,0.47,0.478
7.04880e-03,0.47,0.466
7.04896e-03,0.47,0.474
7.04912e-03,0.466,0.466
7.04928e-03,0.466,0.474
7.04944e-03,0.462,0.462
7.04960e-03,0.462,0.474
7.04976e-03,0.466,0.458
7.04992e-03,0.466,0.47
7.05008e-03,0.47,0.462
7.05024e-03,0.47,0.47
7.05040e-03,0.47,0.466
7.05056e-03,0.47,0.474
7.05072e-03,0.47,0.466
7.05088e-03,0.47,0.474
7.05104e-03,0.474,0.466
7.05120e-03,0.474,0.474
7.05136e-03,0.478,0.47
7.05152e-03,0.482,0.474
7.05168e-03,0.482,0.47
7.05184e-03,0.486,0.482
7.05200e-03,0.482,0.478
7.05216e-03,0.486,0.486
7.05232e-03,0.482,0.478
7.05248e-03,0.486,0.486
7.05264e-03,0.482,0.482
7.05280e-03,0.486,0.49
7.05296e-03,0.486,0.482
7.05312e-03,0.482,0.49
7.05328e-03,0.478,0.478
7.05344e-03,0.474,0.486
7.05360e-03,0.474,0.474
7.05376e-03,0.47,0.482
7.05392e-03,0.474,0.47
7.05408e-03,0.474,0.478
7.05424e-03,0.474,0.47
7.05440e-03,0.474,0.478
7.05456e-03,0.474,0.47
7.05472e-03,0.47,0.478
7.05488e-03,0.47,0.47
7.05504e-03,0.47,0.478
7.05520e-03,0.47,0.466
7.05536e-03,0.47,0.478
7.05552e-03,0.47,0.466
7.05568e-03,0.47,0.474
7.05584e-03,0.47,0.466
7.05600e-03,0.47,0.474
7.05616e-03,0.466,0.466
7.05632e-03,0.466,0.474
7.05648e-03,0.462,0.462
7.05664e-03,0.466,0.47
7.05680e-03,0.47,0.458
7.05696e-03,0.47,0.47
7.05712e-03,0.474,0.462
7.05728e-03,0.47,0.474
7.05744e-03,0.474,0.466
7.05760e-03,0.47,0.474
7.05776e-03,0.47,0.466
7.05792e-03,0.466,0.474
7.05808e-03,0.462,0.466
7.05824e-03,0.462,0.474
7.05840e-03,0.466,0.462
7.05856e-03,0.466,0.47
7.05872e-03,0.47,0.462
7.05888e-03,0.474,0.474
7.05904e-03,0.474,0.466
7.05920e-03,0.478,0.478
7.05936e-03,0.478,0.47
7.05952e-03,0.478,0.478
7.05968e-03,0.474,0.474
7.05984e-03,0.474,0.482
7.06000e-03,0.47,0.474
7.06016e-03,0.466,0.482
7.06032e-03,0.462,0.466
7.06048e-03,0.462,0.478
7.06064e-03,0.462,0.462
7.06080e-03,0.466,0.47
7.06096e-03,0.462,0.458
7.06112e-03,0.462,0.466
7.06128e-03,0.458,0.458
7.06144e-03,0.458,0.466
7.06160e-03,0.458,0.454
7.06176e-03,0.458,0.462
7.06192e-03,0.462,0.454
7.06208e-03,0.462,0.462
7.06224e-03,0.462,0.458
7.06240e-03,0.466,0.466
7.06256e-03,0.47,0.458
7.06272e-03,0.47,0.47
7.06288e-03,0.47,0.462
7.06304e-03,0.47,0.47
7.06320e-03,0.466,0.466
7.06336e-03,0.466,0.474
7.06352e-03,0.462,0.462
7.06368e-03,0.462,0.47
7.06384e-03,0.462,0.462
7.06400e-03,0.466,0.47
7.06416e-03,0.466,0.462
7.06432e-03,0.47,0.47
7.06448e-03,0.47,0.462
7.06464e-03,0.474,0.47
7.06480e-03,0.474,0.466
7.06496e-03,0.47,0.478
7.06512e-03,0.466,0.47
7.06528e-03,0.466,0.478
7.06544e-03,0.462,0.462
7.06560e-03,0.466,0.474
7.06576e-03,0.462,0.458
7.06592e-03,0.462,0.47
7.06608e-03,0.458,0.458
7.06624e-03,0.462,0.466
7.06640e-03,0.466,0.458
7.06656e-03,0.47,0.466
7.06672e-03,0.466,0.458
7.06688e-03,0.466,0.47
7.06704e-03,0.466,0.462
7.06720e-03,0.466,0.474
7.06736e-03,0.466,0.462
7.06752e-03,0.466,0.47
7.06768e-03,0.466,0.462
7.06784e-03,0.466,0.47
7.06800e-03,0.474,0.462
7.06816e-03,0.474,0.47
7.06832e-03,0.478,0.466
7.06848e-03,0.478,0.478
7.06864e-03,0.478,0.474
7.06880e-03,0.474,0.482
7.06896e-03,0.47,0.47
7.06912e-03,0.462,0.482
7.06928e-03,0.462,0.462
7.06944e-03,0.458,0.478
7.06960e-03,0.458,0.458
7.06976e-03,0.454,0.47
7.06992e-03,0.454,0.45
7.07008e-03,0.454,0.462
7.07024e-03,0.462,0.45
7.07040e-03,0.462,0.458
7.07056e-03,0.466,0.454
7.07072e-03,0.466,0.466
7.07088e-03,0.474,0.458
7.07104e-03,0.474,0.47
7.07120e-03,0.474,0.466
7.07136e-03,0.474,0.478
7.07152e-03,0.474,0.47
7.07168e-03,0.47,0.478
7.07184e-03,0.466,0.466
7.07200e-03,0.462,0.478
7.07216e-03,0.466,0.462
7.07232e-03,0.466,0.47
7.07248e-03,0.462,0.462
7.07264e-03,0.466,0.47
7.07280e-03,0.466,0.462
7.07296e-03,0.466,0.47
7.07312e-03,0.47,0.462
7.07328e-03,0.47,0.47
7.07344e-03,0.466,0.466
7.07360e-03,0.47,0.474
7.07376e-03,0.47,0.466
7.07392e-03,0.474,0.474
7.07408e-03,0.47,0.466
7.07424e-03,0.47,0.474
7.07440e-03,0.47,0.466
7.07456e-03,0.47,0.474
7.07472e-03,0.47,0.466
7.07488e-03,0.466,0.474
7.07504e-03,0.466,0.466
7.07520e-03,0.47,0.474
7.07536e-03,0.466,0.462
7.07552e-03,0.462,0.474
7.07568e-03,0.462,0.462
7.07584e-03,0.462,0.47
7.07600e-03,0.462,0.462
7.07616e-03,0.466,0.47
7.07632e-03,0.462,0.462
7.07648e-03,0.462,0.47
7.07664e-03,0.462,0.462
7.07680e-03,0.458,0.47
7.07696e-03,0.462,0.458
7.07712e-03,0.458,0.47
7.07728e-03,0.454,0.454
7.07744e-03,0.458,0.462
7.07760e-03,0.454,0.454
7.07776e-03,0.454,0.462
7.07792e-03,0.454,0.45
7.07808e-03,0.45,0.458
7.07824e-03,0.45,0.446
7.07840e-03,0.446,0.458
7.07856e-03,0.446,0.446
7.07872e-03,0.45,0.454
7.07888e-03,0.454,0.446
7.07904e-03,0.45,0.454
7.07920e-03,0.454,0.446
7.07936e-03,0.462,0.458
7.07952e-03,0.462,0.45
7.07968e-03,0.462,0.462
7.07984e-03,0.462,0.458
7.08000e-03,0.466,0.466
7.08016e-03,0.462,0.458
7.08032e-03,0.466,0.466
7.08048e-03,0.462,0.462
7.08064e-03,0.458,0.47
7.08080e-03,0.458,0.458
7.08096e-03,0.462,0.47
7.08112e-03,0.458,0.458
7.08128e-03,0.462,0.466
7.08144e-03,0.462,0.458
7.08160e-03,0.466,0.466
7.08176e-03,0.466,0.458
7.08192e-03,0.466,0.47
7.08208e-03,0.462,0.462
7.08224e-03,0.462,0.466
7.08240e-03,0.458,0.458
7.08256e-03,0.454,0.47
7.08272e-03,0.454,0.454
7.08288e-03,0.454,0.466
7.08304e-03,0.458,0.45
7.08320e-03,0.458,0.458
7.08336e-03,0.462,0.45
7.08352e-03,0.462,0.462
7.08368e-03,0.466,0.458
7.08384e-03,0.47,0.466
7.08400e-03,0.466,0.462
7.08416e-03,0.466,0.47
7.08432e-03,0.462,0.462
7.08448e-03,0.462,0.474
7.08464e-03,0.466,0.462
7.08480e-03,0.462,0.47
7.08496e-03,0.466,0.462
7.08512e-03,0.466,0.47
7.08528e-03,0.462,0.462
7.08544e-03,0.466,0.47
7.08560e-03,0.466,0.462
7.08576e-03,0.466,0.47
7.08592e-03,0.466,0.462
7.08608e-03,0.462,0.47
7.08624e-03,0.462,0.462
7.08640e-03,0.466,0.47
7.08656e-03,0.462,0.458
7.08672e-03,0.462,0.466
7.08688e-03,0.462,0.458
7.08704e-03,0.462,0.466
7.08720e-03,0.462,0.458
7.08736e-03,0.462,0.466
7.08752e-03,0.458,0.458
7.08768e-03,0.458,0.466
7.08784e-03,0.458,0.458
7.08800e-03,0.462,0.466
7.08816e-03,0.462,0.454
7.08832e-03,0.458,0.462
7.08848e-03,0.458,0.454
7.08864e-03,0.462,0.462
7.08880e-03,0.458,0.458
7.08896e-03,0.458,0.466
7.08912e-03,0.462,0.454
7.08928e-03,0.462,0.462
7.08944e-03,0.462,0.454
7.08960e-03,0.458,0.462
7.08976e-03,0.458,0.454
7.08992e-03,0.458,0.466
7.09008e-03,0.458,0.454
7.09024e-03,0.458,0.462
7.09040e-03,0.458,0.454
7.09056e-03,0.458,0.462
7.09072e-03,0.458,0.454
7.09088e-03,0.458,0.462
7.09104e-03,0.462,0.454
7.09120e-03,0.462,0.462
7.09136e-03,0.458,0.458
7.09152e-03,0.458,0.466
7.09168e-03,0.462,0.454
7.09184e-03,0.462,0.466
7.09200e-03,0.466,0.454
7.09216e-03,0.466,0.466
7.09232e-03,0.474,0.458
7.09248e-03,0.466,0.47
7.09264e-03,0.466,0.466
7.09280e-03,0.462,0.474
7.09296e-03,0.458,0.462
7.09312e-03,0.458,0.47
7.09328e-03,0.458,0.454
7.09344e-03,0.458,0.466
7.09360e-03,0.458,0.454
7.09376e-03,0.462,0.462
7.09392e-03,0.462,0.454
7.09408e-03,0.462,0.466
7.09424e-03,0.47,0.458
7.09440e-03,0.466,0.466
7.09456e-03,0.462,0.462
7.09472e-03,0.462,0.47
7.09488e-03,0.466,0.458
7.09504e-03,0.466,0.47
7.09520e-03,0.462,0.462
7.09536e-03,0.466,0.466
7.09552e-03,0.466,0.462
7.09568e-03,0.466,0.47
7.09584e-03,0.47,0.462
7.09600e-03,0.47,0.47
7.09616e-03,0.47,0.462
7.09632e-03,0.47,0.474
7.09648e-03,0.47,0.466
7.09664e-03,0.462,0.474
7.09680e-03,0.458,0.462
7.09696e-03,0.458,0.474
7.09712e-03,0.45,0.454
7.09728e-03,0.45,0.466
7.09744e-03,0.45,0.446
7.09760e-03,0.45,0.458
7.09776e-03,0.454,0.446
7.09792e-03,0.462,0.454
7.09808e-03,0.462,0.45
7.09824e-03,0.462,0.462
7.09840e-03,0.466,0.458
7.09856e-03,0.458,0.466
7.09872e-03,0.458,0.458
7.09888e-03,0.454,0.466
7.09904e-03,0.45,0.45
7.09920e-03,0.45,0.466
7.09936e-03,0.45,0.446
7.09952e-03,0.45,0.458
7.09968e-03,0.454,0.446
7.09984e-03,0.462,0.458
7.10000e-03,0.466,0.45
7.10016e-03,0.47,0.466
7.10032e-03,0.47,0.458
7.10048e-03,0.47,0.47
7.10064e-03,0.474,0.466
7.10080e-03,0.474,0.474
7.10096e-03,0.47,0.47
7.10112e-03,0.466,0.478
7.10128e-03,0.462,0.466
7.10144e-03,0.458,0.478
7.10160e-03,0.454,0.458
7.10176e-03,0.458,0.47
7.10192e-03,0.462,0.454
7.10208e-03,0.458,0.462
7.10224e-03,0.458,0.454
7.10240e-03,0.462,0.462
7.10256e-03,0.462,0.458
7.10272e-03,0.466,0.466
7.10288e-03,0.466,0.458
7.10304e-03,0.462,0.47
7.10320e-03,0.462,0.462
7.10336e-03,0.466,0.47
7.10352e-03,0.466,0.458
7.10368e-03,0.47,0.466
7.10384e-03,0.47,0.462
7.10400e-03,0.466,0.47
7.10416e-03,0.462,0.466
7.10432e-03,0.462,0.474
7.10448e-03,0.458,0.458
7.10464e-03,0.458,0.47
7.10480e-03,0.462,0.458
7.10496e-03,0.462,0.466
7.10512e-03,0.462,0.458
7.10528e-03,0.462,0.466
7.10544e-03,0.458,0.458
7.10560e-03,0.462,0.466
7.10576e-03,0.458,0.458
7.10592e-03,0.458,0.462
7.10608e-03,0.454,0.454
7.10624e-03,0.454,0.462
7.10640e-03,0.454,0.45
7.10656e-03,0.454,0.458
7.10672e-03,0.458,0.45
7.10688e-03,0.454,0.458
7.10704e-03,0.458,0.454
7.10720e-03,0.458,0.462
7.10736e-03,0.462,0.454
7.10752e-03,0.466,0.462
7.10768e-03,0.462,0.458
7.10784e-03,0.466,0.466
7.10800e-03,0.458,0.462
7.10816e-03,0.454,0.47
7.10832e-03,0.454,0.454
7.10848e-03,0.462,0.466
7.10864e-03,0.462,0.454
7.10880e-03,0.466,0.462
7.10896e-03,0.47,0.458
7.10912e-03,0.47,0.466
7.10928e-03,0.47,0.462
7.10944e-03,0.47,0.47
7.10960e-03,0.466,0.466
7.10976e-03,0.458,0.474
7.10992e-03,0.458,0.458
7.11008e-03,0.454,0.47
7.11024e-03,0.45,0.45
7.11040e-03,0.446,0.462
7.11056e-03,0.442,0.446
7.11072e-03,0.446,0.458
7.11088e-03,0.446,0.442
7.11104e-03,0.458,0.45
7.11120e-03,0.458,0.442
7.11136e-03,0.462,0.458
7.11152e-03,0.466,0.454
7.11168e-03,0.462,0.466
7.11184e-03,0.462,0.458
7.11200e-03,0.462,0.466
7.11216e-03,0.462,0.458
7.11232e-03,0.458,0.466
7.11248e-03,0.454,0.454
7.11264e-03,0.454,0.466
7.11280e-03,0.454,0.45
7.11296e-03,0.454,0.458
7.11312e-03,0.454,0.45
7.11328e-03,0.454,0.458
7.11344e-03,0.462,0.45
7.11360e-03,0.466,0.462
7.11376e-03,0.466,0.454
7.11392e-03,0.466,0.466
7.11408e-03,0.462,0.462
7.11424e-03,0.454,0.47
7.11440e-03,0.45,0.454
7.11456e-03,0.446,0.47
7.11472e-03,0.446,0.446
7.11488e-03,0.446,0.458
7.11504e-03,0.45,0.446
7.11520e-03,0.454,0.454
7.11536e-03,0.454,0.446
7.11552e-03,0.458,0.458
7.11568e-03,0.462,0.45
7.11584e-03,0.462,0.462
7.11600e-03,0.462,0.458
7.11616e-03,0.462,0.466
7.11632e-03,0.462,0.458
7.11648e-03,0.462,0.466
7.11664e-03,0.462,0.458
7.11680e-03,0.462,0.466
7.11696e-03,0.462,0.462
7.11712e-03,0.466,0.466
7.11728e-03,0.47,0.462
7.11744e-03,0.474,0.47
7.11760e-03,0.474,0.462
7.11776e-03,0.474,0.474
7.11792e-03,0.474,0.47
7.11808e-03,0.47,0.478
7.11824e-03,0.47,0.47
7.11840e-03,0.466,0.478
7.11856e-03,0.466,0.462
7.11872e-03,0.462,0.474
7.11888e-03,0.458,0.458
7.11904e-03,0.458,0.47
7.11920e-03,0.458,0.454
7.11936e-03,0.462,0.466
7.11952e-03,0.458,0.458
7.11968e-03,0.458,0.466
7.11984e-03,0.458,0.454
7.12000e-03,0.454,0.466
7.12016e-03,0.454,0.45
7.12032e-03,0.45,0.462
7.12048e-03,0.45,0.446
7.12064e-03,0.454,0.458
7.12080e-03,0.458,0.446
7.12096e-03,0.462,0.458
7.12112e-03,0.462,0.45
7.12128e-03,0.462,0.466
7.12144e-03,0.462,0.458
7.12160e-03,0.462,0.466
7.12176e-03,0.466,0.462
7.12192e-03,0.466,0.466
7.12208e-03,0.466,0.462
7.12224e-03,0.458,0.47
7.12240e-03,0.462,0.458
7.12256e-03,0.462,0.47
7.12272e-03,0.466,0.458
7.12288e-03,0.466,0.466
7.12304e-03,0.47,0.462
7.12320e-03,0.47,0.474
7.12336e-03,0.47,0.466
7.12352e-03,0.474,0.474
7.12368e-03,0.47,0.466
7.12384e-03,0.466,0.478
7.12400e-03,0.466,0.466
7.12416e-03,0.47,0.474
7.12432e-03,0.47,0.466
7.12448e-03,0.47,0.474
7.12464e-03,0.466,0.466
7.12480e-03,0.462,0.474
7.12496e-03,0.462,0.462
7.12512e-03,0.458,0.474
7.12528e-03,0.454,0.454
7.12544e-03,0.458,0.466
