Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
-8.83280e-03,0.466,0.462
-8.83264e-03,0.466,0.466
-8.83248e-03,0.466,0.462
-8.83232e-03,0.47,0.47
-8.83216e-03,0.474,0.462
-8.83200e-03,0.474,0.47
-8.83184e-03,0.478,0.466
-8.83168e-03,0.478,0.478
-8.83152e-03,0.478,0.474
-8.83136e-03,0.478,0.482
-8.83120e-03,0.474,0.474
-8.83104e-03,0.474,0.482
-8.83088e-03,0.47,0.47
-8.83072e-03,0.47,0.478
-8.83056e-03,0.466,0.466
-8.83040e-03,0.466,0.478
-8.83024e-03,0.47,0.466
-8.83008e-03,0.47,0.47
-8.82992e-03,0.47,0.466
-8.82976e-03,0.474,0.47
-8.82960e-03,0.474,0.466
-8.82944e-03,0.474,0.474
-8.82928e-03,0.478,0.47
-8.82912e-03,0.478,0.478
-8.82896e-03,0.482,0.474
-8.82880e-03,0.486,0.482
-8.82864e-03,0.486,0.478
-8.82848e-03,0.486,0.49
-8.82832e-03,0.482,0.482
-8.82816e-03,0.482,0.49
-8.82800e-03,0.486,0.478
-8.82784e-03,0.482,0.486
-8.82768e-03,0.482,0.482
-8.82752e-03,0.482,0.49
-8.82736e-03,0.482,0.478
-8.82720e-03,0.482,0.486
-8.82704e-03,0.478,0.478
-8.82688e-03,0.47,0.486
-8.82672e-03,0.47,0.47
-8.82656e-03,0.47,0.482
-8.82640e-03,0.47,0.47
-8.82624e-03,0.474,0.478
-8.82608e-03,0.47,0.466
-8.82592e-03,0.474,0.474
-8.82576e-03,0.474,0.47
-8.82560e-03,0.47,0.474
-8.82544e-03,0.47,0.47
-8.82528e-03,0.47,0.474
-8.82512e-03,0.466,0.466
-8.82496e-03,0.47,0.474
-8.82480e-03,0.47,0.462
-8.82464e-03,0.47,0.474
-8.82448e-03,0.47,0.466
-8.82432e-03,0.47,0.474
-8.82416e-03,0.474,0.466
-8.82400e-03,0.474,0.474
-8.82384e-03,0.474,0.47
-8.82368e-03,0.478,0.478
-8.82352e-03,0.482,0.474
-8.82336e-03,0.478,0.482
-8.82320e-03,0.474,0.474
-8.82304e-03,0.474,0.482
-8.82288e-03,0.47,0.47
-8.82272e-03,0.474,0.482
-8.82256e-03,0.474,0.47
-8.82240e-03,0.474,0.478
-8.82224e-03,0.478,0.47
-8.82208e-03,0.482,0.482
-8.82192e-03,0.486,0.474
-8.82176e-03,0.482,0.482
-8.82160e-03,0.482,0.478
-8.82144e-03,0.478,0.486
-8.82128e-03,0.482,0.478
-8.82112e-03,0.478,0.486
-8.82096e-03,0.482,0.478
-8.82080e-03,0.478,0.482
-8.82064e-03,0.482,0.478
-8.82048e-03,0.486,0.486
-8.82032e-03,0.49,0.478
-8.82016e-03,0.49,0.49
-8.82000e-03,0.49,0.486
-8.81984e-03,0.49,0.494
-8.81968e-03,0.486,0.486
-8.81952e-03,0.482,0.494
-8.81936e-03,0.474,0.482
-8.81920e-03,0.47,0.494
-8.81904e-03,0.47,0.47
-8.81888e-03,0.474,0.486
-8.81872e-03,0.47,0.47
-8.81856e-03,0.47,0.478
-8.81840e-03,0.474,0.466
-8.81824e-03,0.474,0.474
-8.81808e-03,0.474,0.466
-8.81792e-03,0.478,0.478
-8.81776e-03,0.478,0.474
-8.81760e-03,0.486,0.482
-8.81744e-03,0.482,0.478
-8.81728e-03,0.486,0.486
-8.81712e-03,0.478,0.478
-8.81696e-03,0.478,0.486
-8.81680e-03,0.478,0.474
-8.81664e-03,0.474,0.486
-8.81648e-03,0.482,0.474
-8.81632e-03,0.486,0.478
-8.81616e-03,0.486,0.474
-8.81600e-03,0.49,0.486
-8.81584e-03,0.486,0.478
-8.81568e-03,0.482,0.49
-8.81552e-03,0.478,0.478
-8.81536e-03,0.478,0.49
-8.81520e-03,0.478,0.478
-8.81504e-03,0.478,0.486
-8.81488e-03,0.478,0.474
-8.81472e-03,0.478,0.482
-8.81456e-03,0.478,0.474
-8.81440e-03,0.478,0.482
-8.81424e-03,0.47,0.474
-8.81408e-03,0.47,0.482
-8.81392e-03,0.47,0.47
-8.81376e-03,0.47,0.478
-8.81360e-03,0.47,0.466
-8.81344e-03,0.478,0.478
-8.81328e-03,0.474,0.47
-8.81312e-03,0.474,0.478
-8.81296e-03,0.47,0.47
-8.81280e-03,0.474,0.478
-8.81264e-03,0.47,0.47
-8.81248e-03,0.474,0.478
-8.81232e-03,0.478,0.47
-8.81216e-03,0.474,0.478
-8.81200e-03,0.47,0.47
-8.81184e-03,0.47,0.478
-8.81168e-03,0.47,0.47
-8.81152e-03,0.47,0.478
-8.81136e-03,0.47,0.466
-8.81120e-03,0.47,0.474
-8.81104e-03,0.474,0.466
-8.81088e-03,0.474,0.474
-8.81072e-03,0.478,0.47
-8.81056e-03,0.482,0.478
-8.81040e-03,0.482,0.474
-8.81024e-03,0.478,0.482
-8.81008e-03,0.474,0.478
-8.80992e-03,0.474,0.482
-8.80976e-03,0.47,0.47
-8.80960e-03,0.47,0.482
-8.80944e-03,0.474,0.466
-8.80928e-03,0.478,0.474
-8.80912e-03,0.478,0.47
-8.80896e-03,0.482,0.478
-8.80880e-03,0.486,0.474
-8.80864e-03,0.49,0.482
-8.80848e-03,0.486,0.478
-8.80832e-03,0.486,0.49
-8.80816e-03,0.482,0.482
-8.80800e-03,0.478,0.49
-8.80784e-03,0.474,0.478
-8.80768e-03,0.478,0.49
-8.80752e-03,0.478,0.474
-8.80736e-03,0.474,0.482
-8.80720e-03,0.474,0.474
-8.80704e-03,0.478,0.482
-8.80688e-03,0.482,0.474
-8.80672e-03,0.478,0.482
-8.80656e-03,0.478,0.478
-8.80640e-03,0.478,0.482
-8.80624e-03,0.474,0.478
-8.80608e-03,0.474,0.482
-8.80592e-03,0.478,0.474
-8.80576e-03,0.478,0.482
-8.80560e-03,0.482,0.47
-8.80544e-03,0.482,0.482
-8.80528e-03,0.482,0.474
-8.80512e-03,0.482,0.482
-8.80496e-03,0.482,0.478
-8.80480e-03,0.478,0.486
-8.80464e-03,0.482,0.478
-8.80448e-03,0.478,0.486
-8.80432e-03,0.474,0.474
-8.80416e-03,0.478,0.486
-8.80400e-03,0.474,0.474
-8.80384e-03,0.478,0.478
-8.80368e-03,0.478,0.474
-8.80352e-03,0.478,0.482
-8.80336e-03,0.478,0.474
-8.80320e-03,0.482,0.482
-8.80304e-03,0.482,0.474
-8.80288e-03,0.478,0.482
-8.80272e-03,0.478,0.474
-8.80256e-03,0.482,0.482
-8.80240e-03,0.482,0.478
-8.80224e-03,0.478,0.482
-8.80208e-03,0.478,0.478
-8.80192e-03,0.482,0.482
-8.80176e-03,0.478,0.474
-8.80160e-03,0.486,0.482
-8.80144e-03,0.49,0.478
-8.80128e-03,0.49,0.49
-8.80112e-03,0.49,0.482
-8.80096e-03,0.486,0.494
-8.80080e-03,0.482,0.482
-8.80064e-03,0.482,0.49
-8.80048e-03,0.478,0.478
-8.80032e-03,0.474,0.49
-8.80016e-03,0.478,0.474
-8.80000e-03,0.474,0.486
-8.79984e-03,0.478,0.474
-8.79968e-03,0.478,0.482
-8.79952e-03,0.478,0.478
-8.79936e-03,0.474,0.482
-8.79920e-03,0.47,0.474
-8.79904e-03,0.47,0.482
-8.79888e-03,0.466,0.466
-8.79872e-03,0.466,0.478
-8.79856e-03,0.466,0.462
-8.79840e-03,0.466,0.47
-8.79824e-03,0.466,0.462
-8.79808e-03,0.47,0.47
-8.79792e-03,0.474,0.462
-8.79776e-03,0.482,0.474
-8.79760e-03,0.486,0.466
-8.79744e-03,0.486,0.482
-8.79728e-03,0.486,0.478
-8.79712e-03,0.482,0.49
-8.79696e-03,0.478,0.478
-8.79680e-03,0.478,0.49
-8.79664e-03,0.478,0.474
-8.79648e-03,0.474,0.486
-8.79632e-03,0.478,0.47
-8.79616e-03,0.478,0.478
-8.79600e-03,0.478,0.47
-8.79584e-03,0.478,0.478
-8.79568e-03,0.482,0.474
-8.79552e-03,0.486,0.486
-8.79536e-03,0.486,0.478
-8.79520e-03,0.49,0.49
-8.79504e-03,0.486,0.482
-8.79488e-03,0.486,0.49
-8.79472e-03,0.478,0.482
-8.79456e-03,0.478,0.49
-8.79440e-03,0.474,0.478
-8.79424e-03,0.474,0.486
-8.79408e-03,0.474,0.474
-8.79392e-03,0.478,0.482
-8.79376e-03,0.478,0.47
-8.79360e-03,0.482,0.478
-8.79344e-03,0.49,0.474
-8.79328e-03,0.494,0.486
-8.79312e-03,0.498,0.478
-8.79296e-03,0.498,0.494
-8.79280e-03,0.498,0.49
-8.79264e-03,0.498,0.502
-8.79248e-03,0.494,0.494
-8.79232e-03,0.49,0.502
-8.79216e-03,0.482,0.486
-8.79200e-03,0.482,0.498
-8.79184e-03,0.474,0.478
-8.79168e-03,0.47,0.494
-8.79152e-03,0.47,0.47
-8.79136e-03,0.47,0.482
-8.79120e-03,0.47,0.466
-8.79104e-03,0.474,0.478
-8.79088e-03,0.474,0.466
-8.79072e-03,0.474,0.474
-8.79056e-03,0.478,0.47
-8.79040e-03,0.482,0.478
-8.79024e-03,0.482,0.474
-8.79008e-03,0.478,0.486
-8.78992e-03,0.482,0.478
-8.78976e-03,0.478,0.486
-8.78960e-03,0.482,0.478
-8.78944e-03,0.478,0.482
-8.78928e-03,0.474,0.478
-8.78912e-03,0.474,0.482
-8.78896e-03,0.474,0.474
-8.78880e-03,0.474,0.482
-8.78864e-03,0.474,0.47
-8.78848e-03,0.474,0.478
-8.78832e-03,0.478,0.47
-8.78816e-03,0.482,0.478
-8.78800e-03,0.486,0.474
-8.78784e-03,0.486,0.486
-8.78768e-03,0.486,0.482
-8.78752e-03,0.49,0.49
-8.78736e-03,0.486,0.482
-8.78720e-03,0.49,0.494
-8.78704e-03,0.49,0.482
-8.78688e-03,0.486,0.49
-8.78672e-03,0.482,0.482
-8.78656e-03,0.478,0.49
-8.78640e-03,0.47,0.474
-8.78624e-03,0.47,0.49
-8.78608e-03,0.47,0.466
-8.78592e-03,0.47,0.478
-8.78576e-03,0.474,0.466
-8.78560e-03,0.474,0.474
-8.78544e-03,0.478,0.462
-8.78528e-03,0.482,0.478
-8.78512e-03,0.478,0.474
-8.78496e-03,0.478,0.482
-8.78480e-03,0.478,0.474
-8.78464e-03,0.478,0.482
-8.78448e-03,0.478,0.474
-8.78432e-03,0.482,0.482
-8.78416e-03,0.478,0.478
-8.78400e-03,0.478,0.482
-8.78384e-03,0.478,0.474
-8.78368e-03,0.47,0.482
-8.78352e-03,0.47,0.47
-8.78336e-03,0.47,0.482
-8.78320e-03,0.474,0.466
-8.78304e-03,0.474,0.474
-8.78288e-03,0.478,0.47
-8.78272e-03,0.482,0.478
-8.78256e-03,0.486,0.47
-8.78240e-03,0.486,0.482
-8.78224e-03,0.486,0.478
-8.78208e-03,0.49,0.486
-8.78192e-03,0.49,0.482
-8.78176e-03,0.486,0.49
-8.78160e-03,0.49,0.482
-8.78144e-03,0.49,0.49
-8.78128e-03,0.486,0.482
-8.78112e-03,0.482,0.49
-8.78096e-03,0.482,0.478
-8.78080e-03,0.482,0.49
-8.78064e-03,0.474,0.474
-8.78048e-03,0.474,0.486
-8.78032e-03,0.474,0.47
-8.78016e-03,0.474,0.482
-8.78000e-03,0.474,0.47
-8.77984e-03,0.478,0.478
-8.77968e-03,0.478,0.474
-8.77952e-03,0.478,0.482
-8.77936e-03,0.478,0.474
-8.77920e-03,0.474,0.482
-8.77904e-03,0.474,0.474
-8.77888e-03,0.47,0.478
-8.77872e-03,0.47,0.466
-8.77856e-03,0.466,0.478
-8.77840e-03,0.466,0.466
-8.77824e-03,0.47,0.474
-8.77808e-03,0.47,0.462
-8.77792e-03,0.47,0.47
-8.77776e-03,0.47,0.466
-8.77760e-03,0.478,0.474
-8.77744e-03,0.478,0.47
-8.77728e-03,0.486,0.478
-8.77712e-03,0.49,0.474
-8.77696e-03,0.49,0.486
-8.77680e-03,0.494,0.482
-8.77664e-03,0.49,0.494
-8.77648e-03,0.494,0.486
-8.77632e-03,0.494,0.494
-8.77616e-03,0.494,0.49
-8.77600e-03,0.494,0.494
-8.77584e-03,0.494,0.49
-8.77568e-03,0.494,0.498
-8.77552e-03,0.494,0.49
-8.77536e-03,0.49,0.498
-8.77520e-03,0.494,0.49
-8.77504e-03,0.494,0.498
-8.77488e-03,0.486,0.486
-8.77472e-03,0.482,0.494
-8.77456e-03,0.482,0.482
-8.77440e-03,0.482,0.49
-8.77424e-03,0.482,0.478
-8.77408e-03,0.474,0.486
-8.77392e-03,0.474,0.474
-8.77376e-03,0.474,0.482
-8.77360e-03,0.474,0.47
-8.77344e-03,0.474,0.478
-8.77328e-03,0.474,0.47
-8.77312e-03,0.474,0.478
-8.77296e-03,0.478,0.474
-8.77280e-03,0.482,0.478
-8.77264e-03,0.482,0.474
-8.77248e-03,0.482,0.482
-8.77232e-03,0.486,0.478
-8.77216e-03,0.482,0.486
-8.77200e-03,0.482,0.478
-8.77184e-03,0.486,0.49
-8.77168e-03,0.478,0.478
-8.77152e-03,0.478,0.486
-8.77136e-03,0.478,0.474
-8.77120e-03,0.474,0.482
-8.77104e-03,0.474,0.474
-8.77088e-03,0.478,0.478
-8.77072e-03,0.478,0.474
-8.77056e-03,0.478,0.478
-8.77040e-03,0.478,0.474
-8.77024e-03,0.478,0.482
-8.77008e-03,0.474,0.474
-8.76992e-03,0.47,0.482
-8.76976e-03,0.474,0.466
-8.76960e-03,0.474,0.478
-8.76944e-03,0.47,0.466
-8.76928e-03,0.47,0.474
-8.76912e-03,0.47,0.466
-8.76896e-03,0.474,0.474
-8.76880e-03,0.474,0.466
-8.76864e-03,0.478,0.474
-8.76848e-03,0.482,0.47
-8.76832e-03,0.482,0.478
-8.76816e-03,0.486,0.478
-8.76800e-03,0.482,0.486
-8.76784e-03,0.482,0.478
-8.76768e-03,0.478,0.486
-8.76752e-03,0.478,0.478
-8.76736e-03,0.478,0.486
-8.76720e-03,0.478,0.474
-8.76704e-03,0.474,0.482
-8.76688e-03,0.474,0.474
-8.76672e-03,0.478,0.478
-8.76656e-03,0.478,0.474
-8.76640e-03,0.478,0.482
-8.76624e-03,0.482,0.478
-8.76608e-03,0.482,0.482
-8.76592e-03,0.478,0.478
-8.76576e-03,0.482,0.486
-8.76560e-03,0.486,0.474
-8.76544e-03,0.482,0.486
-8.76528e-03,0.478,0.478
-8.76512e-03,0.482,0.486
-8.76496e-03,0.474,0.474
-8.76480e-03,0.474,0.486
-8.76464e-03,0.474,0.47
-8.76448e-03,0.47,0.478
-8.76432e-03,0.474,0.47
-8.76416e-03,0.478,0.478
-8.76400e-03,0.482,0.47
-8.76384e-03,0.482,0.478
-8.76368e-03,0.482,0.474
-8.76352e-03,0.486,0.486
-8.76336e-03,0.482,0.482
-8.76320e-03,0.486,0.49
-8.76304e-03,0.478,0.482
-8.76288e-03,0.474,0.49
-8.76272e-03,0.474,0.474
-8.76256e-03,0.466,0.486
-8.76240e-03,0.466,0.466
-8.76224e-03,0.466,0.478
-8.76208e-03,0.466,0.462
-8.76192e-03,0.47,0.47
-8.76176e-03,0.47,0.462
-8.76160e-03,0.474,0.474
-8.76144e-03,0.474,0.466
-8.76128e-03,0.478,0.478
-8.76112e-03,0.474,0.47
-8.76096e-03,0.474,0.482
-8.76080e-03,0.474,0.47
-8.76064e-03,0.47,0.478
-8.76048e-03,0.474,0.47
-8.76032e-03,0.474,0.478
-8.76016e-03,0.47,0.47
-8.76000e-03,0.478,0.478
-8.75984e-03,0.474,0.47
-8.75968e-03,0.474,0.478
-8.75952e-03,0.482,0.474
-8.75936e-03,0.482,0.478
-8.75920e-03,0.482,0.474
-8.75904e-03,0.478,0.482
-8.75888e-03,0.482,0.478
-8.75872e-03,0.478,0.486
-8.75856e-03,0.478,0.478
-8.75840e-03,0.478,0.482
-8.75824e-03,0.478,0.478
-8.75808e-03,0.482,0.482
-8.75792e-03,0.482,0.474
-8.75776e-03,0.478,0.482
-8.75760e-03,0.478,0.474
-8.75744e-03,0.478,0.482
-8.75728e-03,0.478,0.474
-8.75712e-03,0.478,0.482
-8.75696e-03,0.478,0.478
-8.75680e-03,0.478,0.482
-8.75664e-03,0.478,0.478
-8.75648e-03,0.482,0.482
-8.75632e-03,0.478,0.474
-8.75616e-03,0.478,0.482
-8.75600e-03,0.478,0.474
-8.75584e-03,0.478,0.482
-8.75568e-03,0.478,0.474
-8.75552e-03,0.478,0.482
-8.75536e-03,0.474,0.474
-8.75520e-03,0.47,0.482
-8.75504e-03,0.47,0.47
-8.75488e-03,0.47,0.482
-8.75472e-03,0.474,0.466
-8.75456e-03,0.474,0.474
-8.75440e-03,0.478,0.47
-8.75424e-03,0.478,0.478
-8.75408e-03,0.478,0.474
-8.75392e-03,0.478,0.482
-8.75376e-03,0.478,0.474
-8.75360e-03,0.478,0.482
-8.75344e-03,0.478,0.47
-8.75328e-03,0.474,0.482
-8.75312e-03,0.478,0.474
-8.75296e-03,0.478,0.478
-8.75280e-03,0.478,0.474
-8.75264e-03,0.474,0.482
-8.75248e-03,0.474,0.474
-8.75232e-03,0.474,0.482
-8.75216e-03,0.478,0.47
-8.75200e-03,0.478,0.478
-8.75184e-03,0.478,0.47
-8.75168e-03,0.478,0.478
-8.75152e-03,0.482,0.474
-8.75136e-03,0.478,0.482
-8.75120e-03,0.474,0.474
-8.75104e-03,0.474,0.482
-8.75088e-03,0.478,0.474
-8.75072e-03,0.478,0.482
-8.75056e-03,0.474,0.474
-8.75040e-03,0.474,0.482
-8.75024e-03,0.47,0.47
-8.75008e-03,0.47,0.478
-8.74992e-03,0.47,0.466
-8.74976e-03,0.466,0.474
-8.74960e-03,0.466,0.462
-8.74944e-03,0.466,0.474
-8.74928e-03,0.462,0.462
-8.74912e-03,0.462,0.47
-8.74896e-03,0.462,0.458
-8.74880e-03,0.462,0.466
-8.74864e-03,0.462,0.458
-8.74848e-03,0.466,0.466
-8.74832e-03,0.47,0.458
-8.74816e-03,0.474,0.47
-8.74800e-03,0.47,0.466
-8.74784e-03,0.47,0.474
-8.74768e-03,0.47,0.466
-8.74752e-03,0.47,0.474
-8.74736e-03,0.47,0.466
-8.74720e-03,0.47,0.474
-8.74704e-03,0.474,0.466
-8.74688e-03,0.474,0.474
-8.74672e-03,0.478,0.47
-8.74656e-03,0.478,0.478
-8.74640e-03,0.478,0.474
-8.74624e-03,0.482,0.482
-8.74608e-03,0.482,0.478
-8.74592e-03,0.486,0.486
-8.74576e-03,0.482,0.478
-8.74560e-03,0.482,0.486
-8.74544e-03,0.482,0.478
-8.74528e-03,0.478,0.486
-8.74512e-03,0.474,0.478
-8.74496e-03,0.47,0.486
-8.74480e-03,0.47,0.466
-8.74464e-03,0.466,0.478
-8.74448e-03,0.466,0.462
-8.74432e-03,0.466,0.474
-8.74416e-03,0.47,0.462
-8.74400e-03,0.474,0.47
-8.74384e-03,0.474,0.462
-8.74368e-03,0.478,0.474
-8.74352e-03,0.478,0.47
-8.74336e-03,0.474,0.478
-8.74320e-03,0.474,0.474
-8.74304e-03,0.47,0.478
-8.74288e-03,0.466,0.466
-8.74272e-03,0.466,0.478
-8.74256e-03,0.466,0.462
-8.74240e-03,0.462,0.47
-8.74224e-03,0.462,0.458
-8.74208e-03,0.462,0.47
-8.74192e-03,0.466,0.458
-8.74176e-03,0.466,0.466
-8.74160e-03,0.47,0.458
-8.74144e-03,0.47,0.47
-8.74128e-03,0.474,0.466
-8.74112e-03,0.47,0.474
-8.74096e-03,0.474,0.466
-8.74080e-03,0.474,0.478
-8.74064e-03,0.474,0.47
-8.74048e-03,0.474,0.478
-8.74032e-03,0.478,0.47
-8.74016e-03,0.478,0.478
-8.74000e-03,0.482,0.474
-8.73984e-03,0.478,0.482
-8.73968e-03,0.482,0.478
-8.73952e-03,0.478,0.482
-8.73936e-03,0.482,0.474
-8.73920e-03,0.478,0.482
-8.73904e-03,0.478,0.474
-8.73888e-03,0.474,0.482
-8.73872e-03,0.474,0.474
-8.73856e-03,0.474,0.482
-8.73840e-03,0.474,0.47
-8.73824e-03,0.474,0.478
-8.73808e-03,0.474,0.47
-8.73792e-03,0.474,0.478
-8.73776e-03,0.47,0.47
-8.73760e-03,0.466,0.478
-8.73744e-03,0.466,0.466
-8.73728e-03,0.462,0.478
-8.73712e-03,0.458,0.458
-8.73696e-03,0.462,0.47
-8.73680e-03,0.462,0.458
-8.73664e-03,0.462,0.466
-8.73648e-03,0.466,0.458
-8.73632e-03,0.466,0.466
-8.73616e-03,0.47,0.462
-8.73600e-03,0.47,0.47
-8.73584e-03,0.466,0.466
-8.73568e-03,0.47,0.474
-8.73552e-03,0.47,0.466
-8.73536e-03,0.47,0.474
-8.73520e-03,0.47,0.462
-8.73504e-03,0.47,0.474
-8.73488e-03,0.47,0.466
-8.73472e-03,0.47,0.474
-8.73456e-03,0.47,0.466
-8.73440e-03,0.47,0.474
-8.73424e-03,0.47,0.466
-8.73408e-03,0.466,0.474
-8.73392e-03,0.47,0.466
-8.73376e-03,0.466,0.474
-8.73360e-03,0.466,0.462
-8.73344e-03,0.466,0.474
-8.73328e-03,0.466,0.462
-8.73312e-03,0.466,0.474
-8.73296e-03,0.466,0.462
-8.73280e-03,0.47,0.474
-8.73264e-03,0.47,0.462
-8.73248e-03,0.47,0.47
-8.73232e-03,0.47,0.466
-8.73216e-03,0.47,0.474
-8.73200e-03,0.474,0.466
-8.73184e-03,0.47,0.474
-8.73168e-03,0.47,0.466
-8.73152e-03,0.47,0.474
-8.73136e-03,0.47,0.466
-8.73120e-03,0.47,0.474
-8.73104e-03,0.47,0.466
-8.73088e-03,0.474,0.478
-8.73072e-03,0.474,0.47
-8.73056e-03,0.474,0.474
-8.73040e-03,0.474,0.47
-8.73024e-03,0.474,0.478
-8.73008e-03,0.47,0.47
-8.72992e-03,0.47,0.478
-8.72976e-03,0.47,0.47
-8.72960e-03,0.47,0.478
-8.72944e-03,0.466,0.466
-8.72928e-03,0.462,0.474
-8.72912e-03,0.466,0.458
-8.72896e-03,0.462,0.47
-8.72880e-03,0.466,0.462
-8.72864e-03,0.47,0.47
-8.72848e-03,0.474,0.462
-8.72832e-03,0.474,0.474
-8.72816e-03,0.474,0.47
-8.72800e-03,0.474,0.478
-8.72784e-03,0.474,0.47
-8.72768e-03,0.474,0.478
-8.72752e-03,0.474,0.47
-8.72736e-03,0.474,0.482
-8.72720e-03,0.474,0.47
-8.72704e-03,0.47,0.478
-8.72688e-03,0.47,0.47
-8.72672e-03,0.466,0.478
-8.72656e-03,0.466,0.466
-8.72640e-03,0.466,0.474
-8.72624e-03,0.462,0.458
-8.72608e-03,0.47,0.47
-8.72592e-03,0.466,0.458
-8.72576e-03,0.466,0.47
-8.72560e-03,0.466,0.462
-8.72544e-03,0.462,0.47
-8.72528e-03,0.462,0.458
-8.72512e-03,0.462,0.47
-8.72496e-03,0.462,0.458
-8.72480e-03,0.466,0.466
-8.72464e-03,0.466,0.458
-8.72448e-03,0.47,0.466
-8.72432e-03,0.47,0.462
-8.72416e-03,0.466,0.474
-8.72400e-03,0.466,0.466
-8.72384e-03,0.47,0.474
-8.72368e-03,0.474,0.466
-8.72352e-03,0.474,0.474
-8.72336e-03,0.47,0.47
-8.72320e-03,0.47,0.474
-8.72304e-03,0.47,0.47
-8.72288e-03,0.47,0.478
-8.72272e-03,0.466,0.462
-8.72256e-03,0.466,0.474
-8.72240e-03,0.462,0.462
-8.72224e-03,0.466,0.47
-8.72208e-03,0.462,0.462
-8.72192e-03,0.462,0.47
-8.72176e-03,0.462,0.462
-8.72160e-03,0.462,0.47
-8.72144e-03,0.462,0.458
-8.72128e-03,0.458,0.466
-8.72112e-03,0.458,0.454
-8.72096e-03,0.458,0.466
-8.72080e-03,0.458,0.454
-8.72064e-03,0.458,0.462
-8.72048e-03,0.466,0.454
-8.72032e-03,0.466,0.462
-8.72016e-03,0.474,0.458
-8.72000e-03,0.474,0.47
-8.71984e-03,0.474,0.466
-8.71968e-03,0.474,0.478
-8.71952e-03,0.478,0.47
-8.71936e-03,0.474,0.478
-8.71920e-03,0.474,0.474
-8.71904e-03,0.466,0.478
-8.71888e-03,0.462,0.466
-8.71872e-03,0.462,0.478
-8.71856e-03,0.462,0.462
-8.71840e-03,0.466,0.47
-8.71824e-03,0.466,0.458
-8.71808e-03,0.466,0.466
-8.71792e-03,0.466,0.462
-8.71776e-03,0.466,0.47
-8.71760e-03,0.466,0.462
-8.71744e-03,0.466,0.47
-8.71728e-03,0.462,0.462
-8.71712e-03,0.458,0.47
-8.71696e-03,0.454,0.458
-8.71680e-03,0.454,0.466
-8.71664e-03,0.45,0.45
-8.71648e-03,0.45,0.462
-8.71632e-03,0.45,0.45
-8.71616e-03,0.45,0.454
-8.71600e-03,0.446,0.446
-8.71584e-03,0.45,0.454
-8.71568e-03,0.45,0.446
-8.71552e-03,0.45,0.454
-8.71536e-03,0.458,0.446
-8.71520e-03,0.458,0.458
-8.71504e-03,0.454,0.45
-8.71488e-03,0.458,0.458
-8.71472e-03,0.458,0.454
-8.71456e-03,0.462,0.462
-8.71440e-03,0.466,0.458
-8.71424e-03,0.462,0.466
-8.71408e-03,0.462,0.462
-8.71392e-03,0.458,0.47
-8.71376e-03,0.454,0.454
-8.71360e-03,0.454,0.466
-8.71344e-03,0.454,0.45
-8.71328e-03,0.454,0.462
-8.71312e-03,0.458,0.45
-8.71296e-03,0.458,0.458
-8.71280e-03,0.462,0.454
-8.71264e-03,0.466,0.466
-8.71248e-03,0.466,0.458
-8.71232e-03,0.466,0.47
-8.71216e-03,0.462,0.462
-8.71200e-03,0.466,0.47
-8.71184e-03,0.462,0.462
-8.71168e-03,0.462,0.47
-8.71152e-03,0.462,0.458
-8.71136e-03,0.462,0.47
-8.71120e-03,0.462,0.458
-8.71104e-03,0.462,0.466
-8.71088e-03,0.462,0.454
-8.71072e-03,0.47,0.466
-8.71056e-03,0.47,0.458
-8.71040e-03,0.47,0.47
-8.71024e-03,0.466,0.466
-8.71008e-03,0.466,0.474
-8.70992e-03,0.466,0.462
-8.70976e-03,0.458,0.474
-8.70960e-03,0.458,0.458
-8.70944e-03,0.454,0.47
-8.70928e-03,0.454,0.454
-8.70912e-03,0.458,0.462
-8.70896e-03,0.462,0.45
-8.70880e-03,0.47,0.462
-8.70864e-03,0.474,0.458
-8.70848e-03,0.474,0.47
-8.70832e-03,0.47,0.466
-8.70816e-03,0.47,0.478
-8.70800e-03,0.466,0.466
-8.70784e-03,0.462,0.478
-8.70768e-03,0.458,0.458
-8.70752e-03,0.458,0.474
-8.70736e-03,0.45,0.45
-8.70720e-03,0.454,0.466
-8.70704e-03,0.454,0.446
-8.70688e-03,0.454,0.454
-8.70672e-03,0.458,0.446
-8.70656e-03,0.458,0.458
-8.70640e-03,0.462,0.454
-8.70624e-03,0.462,0.462
-8.70608e-03,0.462,0.458
-8.70592e-03,0.458,0.466
-8.70576e-03,0.454,0.454
-8.70560e-03,0.45,0.462
-8.70544e-03,0.45,0.45
-8.70528e-03,0.45,0.462
-8.70512e-03,0.454,0.446
-8.70496e-03,0.454,0.454
-8.70480e-03,0.458,0.446
-8.70464e-03,0.462,0.458
-8.70448e-03,0.466,0.454
-8.70432e-03,0.47,0.466
-8.70416e-03,0.462,0.462
-8.70400e-03,0.462,0.47
-8.70384e-03,0.462,0.462
-8.70368e-03,0.462,0.47
-8.70352e-03,0.462,0.462
-8.70336e-03,0.458,0.47
-8.70320e-03,0.462,0.458
-8.70304e-03,0.462,0.466
-8.70288e-03,0.466,0.458
